Pharmanummer;Handelsname;Mengenangabe;Mengenart
967179;BRONCHO-VAXOM KPS 7MG;10;ST
967185;BRONCHO-VAXOM KPS 7MG;30;ST
967216;COMBANTRIN KTBL 250MG;4;ST
967417;NOLVADEX FTBL 20MG;30;ST
967481;SIRDALUD TBL 2MG;30;ST
967506;SIRDALUD TBL 4MG;30;ST
967512;SIRDALUD TBL 4MG;50;ST
967558;SUPREFACT DFL 1MG/ML;2;ST
967570;UNIFYL RET TBL 200MG;20;ST
967587;UNIFYL RET TBL 200MG;50;ST
981386;CIPROXIN FTBL 250MG;10;ST
981392;CIPROXIN FTBL 250MG;20;ST
981417;CIPROXIN FTBL 500MG;10;ST
981423;CIPROXIN FTBL 500MG;20;ST
981558;MUCOSPAS SFT;100;ML
981564;MUCOSPAS TBL;20;ST
985786;CAPOZIDE TBL FTE;30;ST
985993;ISOPTIN RET FTBL 120MG;20;ST
986001;ISOPTIN RET FTBL 120MG;50;ST
990706;LANITOP TBL 0,1MG;30;ST
990712;LANITOP TBL 0,1MG;100;ST
1015765;ACNE PLUS CR WIDMER;30;G
1016061;LANITOP TBL 0,15MG;28;ST
1016078;LANITOP TBL 0,15MG;84;ST
1016138;NOZINAN FTBL  25MG;50;ST
1016144;NOZINAN FTBL  25MG;100;ST
1016150;NOZINAN FTBL 100MG;100;ST
1016167;OVESTIN OVULA;15;ST
1016210;TARDYFERON FOL RETARDTBL;30;ST
1018367;CLAVERSAL SUPP 500MG;15;ST
1018396;CLAVERSAL SUPP 250MG;15;ST
1021317;PROFENID KPS  50MG;30;ST
1023397;DEFLAMAT KPS 50MG;30;ST
1023405;DEFLAMAT KPS 50MG;50;ST
1023428;DEFLAMAT SUPP 100MG;6;ST
1023434;DEFLAMAT RET KPS 100MG;30;ST
1023440;DEFLAMAT RET KPS 100MG;50;ST
1032321;VOLTAREN EMULGEL-GEL;40;G
1040800;MUNDIDOL RET FTBL  60MG;10;ST
1040817;MUNDIDOL RET FTBL  60MG;30;ST
1040823;MUNDIDOL RET FTBL 100MG;10;ST
1040846;MUNDIDOL RET FTBL 100MG;30;ST
1040941;TEGRETOL RET FTBL 200MG;100;ST
1040958;TEGRETOL RET FTBL 400MG;100;ST
1041001;VENOBENE SLB;40;G
1044620;MONOKET RET KPS 50MG;30;ST
1059484;CLAVERSAL FTBL 500MG;40;ST
1059490;CLAVERSAL FTBL 500MG;100;ST
1059567;ESTROFEM FTBL 2MG       3X28;84;ST
1059745;TEGRETOL OR SUS;250;ML
1064539;RHEUMON CR;40;G
1064545;RHEUMON DEP AMP 2ML;3;ST
1073455;CALC FRE AMP 10ML;5;ST
1073604;GEVILON FTBL 450MG;30;ST
1073610;GEVILON FTBL 450MG;100;ST
1073768;ZOVIRAX FTBL 400MG;60;ST
1078524;ALLOPURINOL GEN RET TBL300MG;30;ST
1078530;ASS GEN TBL 500MG;20;ST
1078613;EBRANTIL RET KPS 60MG;30;ST
1078955;NEUROTOP RET TBL 300MG;100;ST
1078961;NEUROTOP RET TBL 600MG;100;ST
1079050;SIBELIUM TBL 10MG;28;ST
1083910;BAYPRESS TBL 20MG;28;ST
1084128;DUSODRIL RET FTBL 100MG;20;ST
1084134;DUSODRIL RET FTBL 100MG;50;ST
1099319;BRUST/HU-TEE ST.SEVERIN;70;G
1099325;DICLOFENAC GEN FTBL 50MG;30;ST
1099331;DICLOFENAC GEN FTBL 50MG;50;ST
1099354;DICLOFENAC GEN RET FTBL 100;30;ST
1099360;DICLOFENAC GEN RET FTBL 100;50;ST
1099437;DUSODRIL RET FTBL 200MG;20;ST
1099443;DUSODRIL RET FTBL 200MG;50;ST
1099555;JOSALID FTBL 750MG;14;ST
1099561;JOSALID SFT KIND 250MG/5ML;80;ML
1099578;JOSALID SFT KIND 375MG/5ML;80;ML
1099704;FUNGORAL CR 2%;30;G
1099762;TANTUM ROSA LSG VAG-SPUELUNG;5;ST
1106700;DALACIN LSG Z AEUSSERL ANW;30;ML
1111003;GALLEN-U.LEBERTEE ST.SEVERIN;70;G
1111049;MAGENTEE ST.SEVERIN;70;G
1111322;WECHSELTEE ST.SEVERIN;70;G
1114065;FORTECORTIN SPRAMP  40MG;1;ST
1115679;DITROPAN TBL;50;ST
1117307;LENDORM TBL;10;ST
1118330;ZYLORIC TBL 300MG;30;ST
1121622;NIEREN TEE ST.SEVERIN;70;G
1125726;NOZINAN TR 4%;100;ML
1125732;RULIDE FTBL 150MG;12;ST
1127151;LOVENOX FSPR  2000IE/0,2ML;10;ST
1127168;LOVENOX FSPR  4000IE/0,4ML;10;ST
1128794;ISOPTIN RR RET FTBL 240MG;30;ST
1130012;BAYPRESS TBL 10MG;28;ST
1130035;CONCOR FTBL  5MG;20;ST
1130041;CONCOR FTBL  5MG;50;ST
1130058;CONCOR FTBL 10MG;20;ST
1130064;CONCOR FTBL 10MG;50;ST
1130302;NIFTEN KPS;28;ST
1130319;NOZINAN TR 4%;20;ML
1138120;ULSAL FTBL 300MG;10;ST
1138137;ULSAL FTBL 300MG;30;ST
1138835;FLUCTINE KPS 20MG;14;ST
1138841;FLUCTINE KPS 20MG;28;ST
1141010;ZOVIRAX FTBL 800MG;35;ST
1141122;FRAGMIN AMP 10000IE/1ML;10;ST
1141139;FRAGMIN STAMP 10000IE/4ML;10;ST
1144830;AMOXILAN TBL 1000MG;10;ST
1144965;AMOXICILLIN RTP FTBL 1000MG;10;ST
1145261;SUPRESSIN TBL 2MG;10;ST
1145278;SUPRESSIN TBL 2MG;28;ST
1145284;SUPRESSIN TBL 4MG;28;ST
1149247;DECAPEPTYL DEP RET MIKROKPS;1;ST
1152278;LOVENOX AMP 100MG;10;ST
1161432;DITROPAN TBL;20;ST
1161544;KONAKION MISCHMIZ.10MG;5;ST
1166843;LEGALON KPS 140MG;30;ST
1166866;LOVENOX FSPR  2000IE/0,2ML;5;ST
1166955;NEUROFENAC KPS;30;ST
1166961;NEUROFENAC KPS;50;ST
1167009;RHEUTROP RET KPS;30;ST
1167015;RHEUTROP RET KPS;50;ST
1167133;UNASYN FTBL;12;ST
1176818;ZOLADEX DEP IMPL.SPRAMP  3,6;1;ST
1178421;NORMOLYT LSL PLV KIND;10;ST
1181222;MICRO-KAL RET KPS;50;ST
1181274;PARACETAMOL GEN TBL 500MG;10;ST
1190959;UNIFYL RET TBL 300MG;20;ST
1190965;UNIFYL RET TBL 300MG;50;ST
1190971;UNIFYL RET TBL 600MG;20;ST
1190988;UNIFYL RET TBL 600MG;50;ST
1192266;LUTRELEF PLV +LSM 3,2MG;1;ST
1192326;SERMION FTBL 30MG;30;ST
1199110;FUNGATA KPS 150MG;1;ST
1199297;TEBOFORTAN FTBL  40MG;20;ST
1199305;TEBOFORTAN FTBL  40MG;50;ST
1199363;ZOROXIN AU-TR;5;ML
1203900;DIFLUCAN KPS  50MG;7;ST
1203917;DIFLUCAN KPS 100MG;7;ST
1203923;DIFLUCAN KPS 200MG;7;ST
1203969;FARLUTAL TBL 500MG;20;ST
1219226;VICARD TBL 1MG;10;ST
1224144;GLUCOPHAGE FTBL  500MG;40;ST
1224150;GLUCOPHAGE FTBL  500MG;200;ST
1229124;GLUCOPHAGE FTBL  850MG;30;ST
1229130;GLUCOPHAGE FTBL  850MG;100;ST
1230417;METHOTREXAT LED STAMP 25MG;1;ST
1232333;MUNDIDOL RET FTBL  10MG;30;ST
1232379;VI-DE3 TR;10;ML
1240640;DEFLAMAT DRS KPS  75MG;30;ST
1240657;DEFLAMAT DRS KPS  75MG;50;ST
1240663;ERGOTOP FTBL 20MG;28;ST
1240829;MUNDIDOL RET FTBL  30MG;10;ST
1240835;MUNDIDOL RET FTBL  30MG;30;ST
1242722;CODIDOL RET FTBL  60MG;10;ST
1242739;CODIDOL RET FTBL  60MG;20;ST
1242745;CODIDOL RET FTBL  90MG;10;ST
1242751;CODIDOL RET FTBL  90MG;20;ST
1242768;CODIDOL RET FTBL 120MG;10;ST
1242774;CODIDOL RET FTBL 120MG;20;ST
1242780;CONDYLOX LSG 0,5%;3,5;ML
1242923;SQUAMASOL GEL;100;G
1246861;FLOXAL AU-TR;5;ML
1250130;OLICARDIN RET KPS 40MG;30;ST
1250325;FELDEN AMP 20MG 1ML;3;ST
1250331;FELDEN GEL;40;G
1250354;HYPREN KPS 1,25MG;28;ST
1250360;HYPREN KPS 2,5MG;28;ST
1250377;HYPREN KPS 5MG;28;ST
1250443;SELOKEN RET-FTBL PLUS;20;ST
1250466;BRICANYL TURBOHALER PLV 0,5;1;ST
1250532;PULMICORT SUS INHAL 0,5MG;20;ST
1250555;PULMICORT SUS INHAL 1MG;20;ST
1250785;PENTOHEXAL RET TBL 600MG;20;ST
1250791;PENTOHEXAL RET TBL 600MG;50;ST
1250905;THEOSPIREX AMP 10ML;5;ST
1250911;THEOSPIREX RET FTBL 150MG;20;ST
1250928;THEOSPIREX RET FTBL 150MG;50;ST
1251247;ATENOLOL GEN FTBL  50MG;20;ST
1251253;ATENOLOL GEN FTBL  50MG;50;ST
1251276;ATENOLOL GEN FTBL 100MG;20;ST
1251282;ATENOLOL GEN FTBL 100MG;50;ST
1251313;AURORIX FTBL 150MG;30;ST
1251336;AURORIX FTBL 150MG;100;ST
1251419;DALACIN C KPS 300MG;16;ST
1251483;FUROSEMID GEN TBL 40MG;20;ST
1251508;FUROSEMID GEN TBL 40MG;50;ST
1252100;SUPRECUR NAS.SPRLSG 0,15MG;2;ST
1252206;VIBRAMYCIN TBL LSB  50MG;28;ST
1252212;XANOR TBL 0,5MG;20;ST
1252229;XANOR TBL 0,5MG;50;ST
1252235;XANOR TBL 1MG;20;ST
1252241;XANOR TBL 1MG;50;ST
1252324;IMPORTAL PLV 10G;20;ST
1252614;BETASERC TBL 16MG;30;ST
1252620;BETASERC TBL 16MG;60;ST
1252672;SALOFALK FTBL 500MG;40;ST
1252689;SALOFALK FTBL 500MG;100;ST
1252703;SALOFALK SUPP  500MG;10;ST
1252726;SALOFALK SUPP  500MG;20;ST
1252749;SALOFALK KLYSMEN 4G    7X60G;420;G
1252985;SANDOSTATIN IJLSG  50MCG 1ML;5;ST
1252991;SANDOSTATIN IJLSG 500MCG 1ML;5;ST
1253016;SANDOSTATIN IJLSG 100MCG 1ML;5;ST
1253022;SANDOSTATIN IJLSG 1000MCG;1;ST
1253080;ACEMIN TBL  5MG;28;ST
1253097;ACEMIN TBL 10MG;28;ST
1253105;ACEMIN TBL 20MG;28;ST
1253111;ACECOMB TBL;28;ST
1253140;LEPONEX TBL 100MG;60;ST
1253157;FERRETAB CP KPS;30;ST
1253163;FERRETAB CP KPS;100;ST
1253223;CATHEJELL LIDOC/CHX SPR12,5G;5;ST
1253246;CATHEJELL LIDOC/CHX SPR 8,5G;25;ST
1253252;CATHEJELL LIDOC/CHX SPR12,5G;25;ST
1253269;TEBOFORTAN TR 4%;20;ML
1253275;TEBOFORTAN TR 4%;50;ML
1253364;MAGNOSOLV GRAN 6,1G      BTL;30;ST
1253370;SKINOREN CR;30;G
1253401;EBEFEN TBL 20MG;30;ST
1253430;SELOKEN RET-FTBL PLUS;50;ST
1253499;TRICEF TRSFT 31,8G;60;ML
1253660;VOLTAREN RAPID DRG 50MG;10;ST
1253677;ZYRTEC FTBL  10MG;10;ST
1253683;ZYRTEC FTBL  10MG;30;ST
1254145;OLBETAM KPS;60;ST
1254286;BETOPTIC S AU-SUS;5;ML
1254642;ATENOLOL GEN CP FTBL;20;ST
1254659;ATENOLOL GEN CP FTBL;50;ST
1254665;ATENOLOL GEN CP MTE FTBL;20;ST
1254671;ATENOLOL GEN CP MTE FTBL;50;ST
1254688;VASONIT RET FTBL 600MG;20;ST
1254694;VASONIT RET FTBL 600MG;50;ST
1254748;PENTOXI GEN RET FTBL 600MG;20;ST
1254754;PENTOXI GEN RET FTBL 600MG;50;ST
1254843;AMBROBENE LSG 7,5MG/ML;40;ML
1254866;AMBROBENE LSG 7,5MG/ML;100;ML
1254872;AMBROBENE RET KPS 75MG;10;ST
1254889;AMBROBENE RET KPS 75MG;20;ST
1254903;MADOPAR CR KPS 100/25MG;30;ST
1254926;MADOPAR CR KPS 100/25MG;100;ST
1255067;DOLGIT DRG 400MG;30;ST
1255073;DOLGIT DRG 400MG;50;ST
1255096;DOLGIT DRG 600MG;30;ST
1255104;DOLGIT DRG 600MG;50;ST
1255110;DOLGIT CR;40;G
1255191;PROSTAVASIN TRSUB AMP;10;ST
1255340;KLACID FTBL 250MG;14;ST
1255498;FUCIDIN SLB;15;G
1255699;VENDAL AMP 10MG;10;ST
1255848;LASIX RET KPS 60MG;20;ST
1255854;HUMAL TEILBAD BTL 12G;10;ST
1256173;ACCUPRO FTBL  5MG;28;ST
1256196;ACCUPRO FTBL 10MG;28;ST
1256204;ACCUPRO FTBL 20MG;28;ST
1256210;NEUROMULTIVIT FTBL;20;ST
1256457;FLUANXOL DEP AMP 100MG/ML;1;ST
1256492;SEROPRAM FTBL 20MG;14;ST
1256500;SEROPRAM FTBL 20MG;28;ST
1256546;AMBROBENE SFT 15MG/5ML;100;ML
1256552;AMBROBENE TBL 30MG;20;ST
1256575;ATENOLAN CP FTBL;50;ST
1256598;ATENOLAN CP MTE FTBL;50;ST
1256612;CO-RENITEC TBL;28;ST
1256718;SOTACOR TBL  80MG;50;ST
1257149;PULMICORT TURBOH. 0,4/20MG;1;ST
1257155;TAVANIC FTBL 250MG;7;ST
1257327;PREDNISOLON AGE TBL 5MG;10;ST
1257333;PREDNISOLON AGE TBL 5MG;40;ST
1257534;TRICEF FTBL 200MG;6;ST
1257592;IMUKIN STAMP 0,5ML;6;ST
1257770;NEUROMULTIVIT FTBL;100;ST
1257787;AMBROXOL GEN TBL 30MG;20;ST
1257818;AMBROXOL GEN LSG;40;ML
1257824;AMBROXOL GEN LSG;100;ML
1258054;GLUCOBAY TBL  50MG;120;ST
1258060;GLUCOBAY TBL 100MG;30;ST
1258077;GLUCOBAY TBL 100MG;120;ST
1258137;ATENOLAN FTBL  50MG;20;ST
1258143;ATENOLAN FTBL  50MG;50;ST
1258166;ATENOLAN FTBL 100MG;20;ST
1258172;ATENOLAN FTBL 100MG;50;ST
1258189;TENORMIN FTBL  25MG;20;ST
1258195;TENORMIN FTBL  25MG;50;ST
1258551;MEXALEN SUPP 1000MG;6;ST
1258723;GUTTALAX TR;15;ML
1258806;OVESTIN CR;30;G
1258982;NORVASC TBL  5MG;28;ST
1258999;PULMICORT TURBOH. 0,2/20MG;1;ST
1259042;SPIRONO GEN CP TBL;20;ST
1259059;SPIRONO GEN CP TBL;50;ST
1259065;SPIRONO GEN CP TBL FTE;20;ST
1259935;ILOMEDIN ILSG 50MCG 0,5ML;5;ST
1260051;INHIBACE ROCH FTBL 0,5MG;30;ST
1260068;INHIBACE ROCH FTBL 2,5MG;28;ST
1260074;INHIBACE ROCH FTBL 5MG;28;ST
1260111;TAVANIC FTBL 500MG;7;ST
1260252;THERMO-RHEUMON CR;35;G
1260335;SABRIL FTBL 500MG;100;ST
1260341;ISOMONAT RET TBL 40MG;30;ST
1260536;FORTECORTIN TBL 4MG;30;ST
1263078;SIRDALUD-MR KPS 6MG;30;ST
1263150;CIMETIDIN GEN FTBL 800MG;10;ST
1263167;CIMETIDIN GEN FTBL 800MG;30;ST
1263204;IBUPROFEN GEN FTBL 400MG;30;ST
1263210;IBUPROFEN GEN FTBL 400MG;50;ST
1263227;IBUPROFEN GEN FTBL FTE 600MG;30;ST
1263233;IBUPROFEN GEN FTBL FTE 600MG;50;ST
1263463;DICLOBENE SUPP 100MG;6;ST
1263486;DICLOBENE RET KPS 100MG;30;ST
1263492;DICLOBENE RET KPS 100MG;50;ST
1263500;DICLOBENE GEL;40;G
1263523;ACECOMB MTE TBL;28;ST
1263948;ADVANTAN CR;15;G
1263960;ADVANTAN FSLB;15;G
1263983;ADVANTAN SLB;15;G
1264014;CLIMEN DRG;21;ST
1265060;JODTHYROX TBL;30;ST
1265077;JODTHYROX TBL;100;ST
1265143;BALNEUM-HERMAL-PLUS POLI.;100;ML
1265315;DILATREND TBL 25MG;28;ST
1265485;ULCUSAN FTBL 20MG;20;ST
1265491;ULCUSAN FTBL 20MG;50;ST
1265516;ULCUSAN FTBL 40MG;10;ST
1265522;ULCUSAN FTBL 40MG;30;ST
1265628;SYSCOR FTBL  5MG;28;ST
1265634;SYSCOR FTBL 10MG;28;ST
1265663;DEDOLOR KPS DRS 100MG;10;ST
1265686;DEDOLOR KPS DRS 100MG;30;ST
1265717;ELOCON CR;15;G
1265746;ELOCON SLB;15;G
1265829;PROSCAR FTBL 5MG;28;ST
1265858;ZOCORD FTBL 20MG;30;ST
1265982;IMIGRAN FTBL 100MG;2;ST
1265999;IMIGRAN FTBL 100MG;6;ST
1266007;IMIGRAN SPRAMP STARTERPK;1;ST
1266013;IMIGRAN SPRAMP NFL GLAXO-PEN;2;ST
1266065;DIPRODERM CR;15;G
1266071;DIPRODERM SLB;15;G
1266088;DIPROGENTA CR;15;G
1266094;DIPROGENTA SLB;15;G
1266102;DIPROSALIC SLB;15;G
1266119;DIPROFORTE SLB;15;G
1266148;DOXYCYCLIN GEN TBL LSL 100MG;5;ST
1266154;DOXYCYCLIN GEN TBL LSL 100MG;10;ST
1266237;BALNEUM-HERMAL BADEZUS.;100;ML
1266289;TRICEF FTBL 200MG;14;ST
1267343;SEROXAT FTBL 20MG;14;ST
1267366;SEROXAT FTBL 20MG;28;ST
1267372;ZOVIRAX SFT 400MG/5ML;100;ML
1267426;EUSAPRIM TBL FTE;20;ST
1267432;ZYLORIC TBL 100MG;20;ST
1267461;ALLERGODIL NA-SPRAY;10;ML
1267857;ZADITEN-SRO FTBL 2MG;30;ST
1268271;ANDRIOL TESTOCAPS KPS;60;ST
1268302;BEROTEC DOSAER 100MCG;14;G
1268420;PURINOL TBL 100MG;30;ST
1268437;PURINOL TBL 100MG;100;ST
1268443;PURINOL TBL 300MG;30;ST
1268466;DICLOBENE AMP 75MG;5;ST
1268549;TILADE DOSAER 112 STO.;1;ST
1268561;NORPROLAC TBL 0,075MG;30;ST
1268696;CISORDINOL DEP AMP 500MG;1;ST
1268779;SEROPRAM KONZ IBER 20MG;2;ST
1269431;ISMN GEN TBL 20MG;20;ST
1269448;ISMN GEN TBL 20MG;60;ST
1269454;ISMN GEN TBL 40MG;20;ST
1269460;ISMN GEN TBL 40MG;60;ST
1269520;THROMBO ASS FTBL  50MG;30;ST
1269537;THROMBO ASS FTBL  50MG;100;ST
1269543;THROMBO ASS FTBL 100MG;30;ST
1269566;THROMBO ASS FTBL 100MG;100;ST
1269649;AMOXICILLIN RTP FTBL  500MG;10;ST
1269655;AMOXICILLIN RTP FTBL  500MG;30;ST
1269661;AMOXICILLIN RTP 250MG/5ML;60;ML
1269750;MUCOBENE LSL PLV 600MG;10;ST
1269856;VIBRAMYCIN TBL LSB 200MG;5;ST
1269862;VIBRAMYCIN TBL LSB 200MG;10;ST
1269968;ONCOTICE DFL;1;ST
1271273;GLUCOSE FRE  5% PLIFL  500ML;10;ST
1272114;PHYS KOCHS.FRE GLIFL  500ML;10;ST
1272120;PHYS KOCHS.FRE GLIFL 1000ML;6;ST
1272166;PHYS KOCHS.FRE PLIFL  500ML;10;ST
1272189;RESPICUR RET KPS 200MG;20;ST
1272195;RESPICUR RET KPS 200MG;50;ST
1272203;RESPICUR RET KPS 400MG;20;ST
1272226;RESPICUR RET KPS 400MG;50;ST
1272290;RINGER-LACT FRE PLIFL  500;10;ST
1272835;DOXYDYN FTBL 200MG;5;ST
1272841;DOXYDYN FTBL 200MG;10;ST
1272864;DOXYDERM FTBL 50MG;28;ST
1273119;DIFLUCAN KPS 150MG;2;ST
1273131;DIABETEX FTBL  850MG;100;ST
1273220;SEROPRAM FTBL 10MG;14;ST
1273237;SEROPRAM FTBL 10MG;28;ST
1273384;ZOFRAN ZYDIS TBL 4MG;10;ST
1273415;ZOFRAN ZYDIS TBL 8MG;10;ST
1273510;MIRANAX FTBL 550MG;30;ST
1273711;VENDAL RET FTBL  10MG;10;ST
1273728;VENDAL RET FTBL  10MG;30;ST
1273734;VENDAL RET FTBL  30MG;10;ST
1273740;VENDAL RET FTBL  30MG;30;ST
1273757;VENDAL RET FTBL  60MG;10;ST
1273763;VENDAL RET FTBL  60MG;30;ST
1273786;VENDAL RET FTBL 100MG;10;ST
1273792;VENDAL RET FTBL 100MG;30;ST
1273800;VENDAL RET FTBL 200MG;10;ST
1273817;VENDAL RET FTBL 200MG;30;ST
1273823;BROMAZEPAM GEN FTBL 3MG;20;ST
1273846;BROMAZEPAM GEN FTBL 3MG;50;ST
1273875;DICLOFENAC GEN FTBL 50MG;10;ST
1273881;BROMAZEPAM GEN FTBL 6MG;20;ST
1274343;ZOFRAN FTBL 4MG;10;ST
1274366;ZOFRAN FTBL 8MG;10;ST
1274395;VICARD TBL 1MG;28;ST
1274573;METHOTREXAT LED TBL;30;ST
1274604;DECAPEPTYL FSPR 0,1MG 1ML;28;ST
1274656;SINEMET RET TBL;100;ST
1274797;GUTTALAX TR;30;ML
1274857;CATHEJELL DIPHENH.SPR  8,5G;25;ST
1275288;DIFLUCAN TRSFT 10MG/ML;35;ML
1275294;DIFLUCAN TRSFT 40MG/ML;35;ML
1275532;KLACID GRAN OR SUS 125MG 1G;40;ML
1275549;KLACID GRAN OR SUS 125MG 2G;80;ML
1275638;ISMN GEN RET KPS 60MG;30;ST
1275673;DEPAKINE CHR.RET FTBL 300MG;50;ST
1275710;DEPAKINE CHR.RET FTBL 500MG;50;ST
1276017;PSORCUTAN SLB;30;G
1276023;PSORCUTAN SLB;100;G
1276075;KREON KPS 25.000;50;ST
1276218;PENTASA RET TBL 500MG;100;ST
1276230;PENTASA SUPP 1G;28;ST
1276247;PENTASA KLYSMA;7;ST
1276394;CANDIBENE CR 1%;30;G
1276419;CANDIBENE VAG-TBL 100MG;6;ST
1276425;CANDIBENE VAG-TBL 200MG;3;ST
1276431;FURON TBL  40MG;20;ST
1276454;FURON TBL  40MG;50;ST
1276460;FURON AMP 20MG 2ML;5;ST
1276603;PENBENE FTBL 1MIO IE;12;ST
1276626;PENBENE FTBL 1MIO IE;30;ST
1276810;ACCUZIDE FTBL;28;ST
1276827;ACCUZIDE FTBL FTE;28;ST
1277175;BAMBEC TBL 10MG;30;ST
1277206;CYPROSTOL TBL;50;ST
1277548;METOPROLOL GEN TBL  50MG;20;ST
1277554;METOPROLOL GEN TBL  50MG;50;ST
1277560;METOPROLOL GEN TBL 100MG;20;ST
1277577;METOPROLOL GEN TBL 100MG;50;ST
1277790;SERACTIL FTBL 200MG;30;ST
1277809;SERACTIL FTBL 200MG;50;ST
1277815;SERACTIL FTBL 300MG;30;ST
1277821;SERACTIL FTBL 300MG;50;ST
1277838;GENTAX AU-SLB;5;G
1277844;GENTAX AU-TR;5;ML
1277904;ARISTOCOR TBL 100MG;20;ST
1277910;ARISTOCOR TBL 100MG;50;ST
1278128;GENOTROPIN KABIPEN  5,3MG/ML;5;ST
1278401;TRIPRIM TBL 200MG;10;ST
1278418;TRIPRIM TBL 200MG;25;ST
1278424;TRIPRIM TBL 300MG;5;ST
1278430;TRIPRIM TBL 300MG;10;ST
1278594;PHYS KOCHS.FRE GLIFL  250ML;10;ST
1279122;PULMOZYME LSG 2.500E/2,5ML;30;ST
1279145;ZYRTEC OR LSG  1MG/ML;60;ML
1279168;ZYRTEC TR 10MG/ML;20;ML
1279292;ZITHROMAX TRSFT 200MG/5ML;15;ML
1279300;ZITHROMAX TRSFT 200MG/5ML;30;ML
1279464;DIPROFORTE GEL;15;G
1279470;DIPROFORTE GEL;30;G
1280183;NAPROBENE FTBL 500MG;30;ST
1280208;NAPROBENE FTBL 500MG;50;ST
1280266;CEPHALOBENE FTBL  500MG;12;ST
1280272;CEPHALOBENE FTBL 1000MG;12;ST
1280668;LIPCOR KPS 200MG;30;ST
1280800;ALLERGODIL FTBL;10;ST
1280817;ALLERGODIL FTBL;30;ST
1280929;RULIDE FTBL 300MG;7;ST
1281024;NAPROXEN GEN TBL 500MG;30;ST
1281030;NAPROXEN GEN TBL 500MG;50;ST
1281047;SUCRALFAT GEN TBL 1G;20;ST
1281053;SUCRALFAT GEN TBL 1G;50;ST
1281202;CONCOR PLUS FTBL 5/12,5MG;20;ST
1281219;CONCOR PLUS FTBL 5/12,5MG;50;ST
1281231;VERTIROSAN B6 VIT SUPP;5;ST
1281337;LANOC TBL  50MG;20;ST
1281343;LANOC TBL  50MG;50;ST
1281366;LANOC TBL 100MG;20;ST
1281372;LANOC TBL 100MG;50;ST
1281538;LODRONAT FTBL 520MG;30;ST
1281550;EUTHYROX TBL  50MCG;20;ST
1281567;EUTHYROX TBL  50MCG;100;ST
1281573;EUTHYROX TBL 100MCG;20;ST
1281596;EUTHYROX TBL 100MCG;100;ST
1281604;EUTHYROX TBL 125MCG;20;ST
1281610;EUTHYROX TBL 125MCG;100;ST
1281627;EUTHYROX TBL 150MCG;20;ST
1281633;EUTHYROX TBL 150MCG;100;ST
1281656;MAXI-KALZ BRTBL 1000MG;30;ST
1281923;FOSITENS TBL 20MG;30;ST
1282093;FOSITENS TBL 10MG;30;ST
1282130;HYDERGIN SRO KPS 6MG;30;ST
1282288;HYPREN PLUS HCT TBL 2,5/12,5;28;ST
1282294;HYPREN PLUS HCT TBL FTE 5/25;28;ST
1282319;PLENDIL RET FTBL 2,5MG;30;ST
1282348;TRITAZIDE TBL 2,5/12,5MG;28;ST
1282354;TRITAZIDE TBL 5/25MG;28;ST
1282414;DUPHASTON FTBL 10MG;28;ST
1282420;ESKAZOLE TBL 400MG;12;ST
1282489;MORAPID FTBL 10MG;10;ST
1282495;MORAPID FTBL 10MG;30;ST
1282503;MORAPID FTBL 20MG;10;ST
1282526;MORAPID FTBL 20MG;30;ST
1282621;ENANTONE MON DEP 2KASPR;1;ST
1282638;ENANTONE GYN MON DEP 2KSPR;1;ST
1282650;PENTASA RET TBL 500MG;50;ST
1282928;PENTOMER RET FTBL 400MG;20;ST
1282934;PENTOMER RET FTBL 400MG;50;ST
1282940;PENTOMER RET FTBL 600MG;20;ST
1282957;PENTOMER RET FTBL 600MG;50;ST
1282986;VERAPABENE FTBL  40MG;20;ST
1282992;VERAPABENE FTBL  40MG;50;ST
1283000;VERAPABENE FTBL  80MG;20;ST
1283017;VERAPABENE FTBL  80MG;50;ST
1283023;VERAPABENE FTBL 120MG;20;ST
1283046;VERAPABENE FTBL 120MG;50;ST
1283052;VERAPABENE RET FTBL 240MG;30;ST
1283187;RETROVIR SFT 100MG/10ML;200;ML
1283276;FUCIDIN FTBL;12;ST
1283336;VOLTAREN OPHTHA AU-TR;5;ML
1283508;HUMINSULIN NORM PATR 3ML;5;ST
1283514;HUMINSULIN BASAL PATR 3ML;5;ST
1283543;HUMINSULIN PROF III PATR 3ML;5;ST
1283603;TALOXA TBL 600MG;100;ST
1283626;TALOXA OR SUS 600MG/5ML;230;ML
1283939;ERYTHROCIN GRAN 1000MG;14;ST
1283945;DECODERM CR;15;G
1283951;DECODERM CP CR;15;G
1284100;MIRANAX FTBL 550MG;10;ST
1284206;DOSTINEX TBL 0,5MG;2;ST
1284212;DOSTINEX TBL 0,5MG;8;ST
1284235;PLENDIL RET FTBL 5MG;30;ST
1284264;ALLOPURINOL HEX TBL 300MG;30;ST
1284376;FLIXONASE AQUOSUM NA-SPRAY;15;G
1284399;FLIXOTIDE DOSAER 0,05MG JUN;1;ST
1284407;FLIXOTIDE DOSAER 0,125MG STA;1;ST
1284413;FLIXOTIDE DOSAER 0,25MG FTE;1;ST
1284494;DALACIN VAG-CR +3 APPLIK;20;G
1284732;LOSEC MSR KPS 20MG;14;ST
1284821;CECLOR FTBL 500MG;10;ST
1284838;CECLOR FTBL 750MG;10;ST
